Task_ID,Task_Description,Deadline,Assigned_To,Estimated_Hours,Category,Status,Priority
1349,Testing task to handle error and QA.,2025-11-04,Olivia,15,Testing,In Progress,Medium
1350,Deployment task to handle cloud and server.,2025-10-30,Mia,13,Deployment,In Progress,Medium
1351,Deployment task to handle server and CI/CD.,2025-11-11,Isabella,12,Deployment,In Progress,Medium
1352,Deployment task to handle container and cloud.,2025-10-25,Sophia,17,Deployment,In Progress,Medium
1353,Testing task to handle QA and test.,2025-11-02,Liam,21,Testing,In Progress,Medium
1354,Deployment task to handle deploy and cloud.,2025-11-06,Emma,17,Deployment,In Progress,Medium
1355,Documentation task to handle reference and summary.,2025-11-18,Lucas,10,Documentation,In Progress,Low
1356,Development task to handle API and logic.,2025-11-04,Emma,25,Development,In Progress,Medium
1357,Deployment task to handle container and deploy.,2025-10-19,Lucas,29,Deployment,Pending,High
1358,Documentation task to handle guide and summary.,2025-11-29,Sophia,5,Documentation,Completed,Low
1359,Documentation task to handle docs and notes.,2025-11-20,Sophia,4,Documentation,In Progress,Low
1360,Testing task to handle validation and cases.,2025-11-09,Mia,23,Testing,In Progress,Medium
1361,Development task to handle backend and module.,2025-11-08,Emma,18,Development,In Progress,Medium
1362,Design task to handle design and banner.,2025-12-02,Liam,7,Design,In Progress,Low
1363,Documentation task to handle summary and docs.,2025-11-17,Noah,8,Documentation,In Progress,Low
1364,Documentation task to handle manual and instructions.,2025-11-28,Ava,7,Documentation,In Progress,Low
1365,Documentation task to handle manual and reference.,2025-12-10,Mia,10,Documentation,In Progress,Low
1366,Documentation task to handle reference and instructions.,2025-11-26,James,4,Documentation,In Progress,Low
1367,Deployment task to handle server and cloud.,2025-10-27,Liam,19,Deployment,In Progress,Medium
1368,Deployment task to handle production and server.,2025-11-01,Sophia,20,Deployment,In Progress,Medium
1369,Design task to handle design and banner.,2025-11-14,James,8,Design,In Progress,Low
1370,Testing task to handle bug and cases.,2025-11-05,Olivia,17,Testing,In Progress,Medium
1371,Design task to handle color and layout.,2025-10-29,Olivia,11,Design,In Progress,Medium
1372,Design task to handle layout and mockup.,2025-12-04,Olivia,10,Design,In Progress,Low
1373,Documentation task to handle summary and notes.,2025-12-06,Mia,7,Documentation,Completed,Low
1374,Development task to handle database and API.,2025-11-02,Mia,22,Development,In Progress,Medium
1375,Development task to handle database and module.,2025-11-05,Emma,14,Development,In Progress,Medium
1376,Documentation task to handle manual and notes.,2025-12-14,Lucas,6,Documentation,Completed,Low
1377,Development task to handle logic and API.,2025-11-06,Olivia,23,Development,In Progress,Medium
1378,Testing task to handle QA and bug.,2025-11-10,Ava,21,Testing,In Progress,Medium
1379,Documentation task to handle instructions and guide.,2025-11-19,Ava,5,Documentation,In Progress,Low
1380,Testing task to handle test and performance.,2025-11-07,Liam,13,Testing,In Progress,Medium
1381,Design task to handle design and UX.,2025-11-26,Sophia,7,Design,Completed,Low
1382,Deployment task to handle environment and deploy.,2025-11-13,Emma,17,Deployment,In Progress,Medium
1383,Design task to handle color and layout.,2025-11-14,Olivia,20,Design,In Progress,Medium
1384,Development task to handle database and logic.,2025-11-08,Isabella,14,Development,In Progress,Medium
1385,Documentation task to handle notes and docs.,2025-11-25,Liam,4,Documentation,In Progress,Low
1386,Design task to handle mockup and UI.,2025-11-09,James,11,Design,In Progress,Medium
1387,Deployment task to handle server and container.,2025-11-08,James,14,Deployment,In Progress,Medium
1388,Design task to handle layout and mockup.,2025-11-02,James,17,Design,In Progress,Medium
1389,Deployment task to handle CI/CD and deploy.,2025-11-14,Noah,24,Deployment,In Progress,Medium
1390,Deployment task to handle CI/CD and cloud.,2025-11-10,Lucas,24,Deployment,In Progress,Medium
1391,Development task to handle backend and function.,2025-11-03,Noah,14,Development,In Progress,Medium
1392,Documentation task to handle guide and docs.,2025-11-27,Noah,5,Documentation,In Progress,Low
1393,Design task to handle UI and banner.,2025-11-08,Noah,15,Design,In Progress,Medium
1394,Design task to handle color and design.,2025-11-01,Noah,17,Design,In Progress,Medium
1395,Development task to handle feature and backend.,2025-10-24,James,30,Development,In Progress,High
1396,Development task to handle module and API.,2025-10-20,Isabella,36,Development,Pending,High
1397,Testing task to handle QA and performance.,2025-11-08,Noah,12,Testing,In Progress,Medium
1398,Testing task to handle QA and error.,2025-11-08,Olivia,12,Testing,In Progress,Medium
1399,Design task to handle UI and UX.,2025-10-29,Olivia,18,Design,In Progress,Medium
1400,Deployment task to handle container and production.,2025-11-20,Lucas,8,Deployment,In Progress,Low
1401,Deployment task to handle environment and CI/CD.,2025-10-20,Ava,26,Deployment,In Progress,High
1402,Deployment task to handle deploy and server.,2025-11-14,Noah,17,Deployment,In Progress,Medium
1403,Development task to handle database and function.,2025-11-07,Isabella,18,Development,In Progress,Medium
1404,Testing task to handle performance and error.,2025-10-26,Sophia,11,Testing,In Progress,Medium
1405,Testing task to handle QA and error.,2025-10-29,Isabella,16,Testing,In Progress,Medium
1406,Deployment task to handle container and deploy.,2025-11-07,Noah,23,Deployment,In Progress,Medium
1407,Testing task to handle bug and test.,2025-11-13,Sophia,23,Testing,In Progress,Medium
1408,Design task to handle mockup and color.,2025-11-13,Lucas,16,Design,In Progress,Medium
1409,Documentation task to handle reference and manual.,2025-11-18,Isabella,7,Documentation,In Progress,Low
1410,Testing task to handle test and QA.,2025-10-28,Olivia,18,Testing,In Progress,Medium
1411,Deployment task to handle production and environment.,2025-11-04,Ava,11,Deployment,In Progress,Medium
1412,Testing task to handle performance and error.,2025-10-26,Lucas,13,Testing,In Progress,Medium
1413,Documentation task to handle docs and summary.,2025-12-11,Liam,2,Documentation,Completed,Low
1414,Testing task to handle error and cases.,2025-11-12,Mia,23,Testing,In Progress,Medium
1415,Design task to handle mockup and color.,2025-11-14,Sophia,9,Design,In Progress,Low
1416,Deployment task to handle container and production.,2025-10-22,Mia,30,Deployment,In Progress,High
1417,Development task to handle feature and backend.,2025-10-24,Isabella,40,Development,In Progress,High
1418,Deployment task to handle production and cloud.,2025-11-10,Liam,13,Deployment,In Progress,Medium
1419,Testing task to handle QA and cases.,2025-12-14,Emma,8,Testing,In Progress,Low
1420,Testing task to handle test and bug.,2025-11-06,Lucas,16,Testing,In Progress,Medium
1421,Design task to handle design and layout.,2025-10-27,Lucas,16,Design,In Progress,Medium
1422,Documentation task to handle instructions and guide.,2025-11-15,Mia,7,Documentation,In Progress,Low
1423,Development task to handle module and feature.,2025-10-26,Mia,11,Development,In Progress,Medium
1424,Deployment task to handle container and cloud.,2025-12-03,Emma,9,Deployment,In Progress,Low
1425,Testing task to handle validation and error.,2025-10-25,Sophia,17,Testing,In Progress,Medium
1426,Documentation task to handle reference and manual.,2025-12-13,Lucas,5,Documentation,Completed,Low
1427,Development task to handle database and feature.,2025-10-25,Olivia,32,Development,In Progress,High
1428,Development task to handle module and API.,2025-10-30,Mia,11,Development,In Progress,Medium
1429,Development task to handle backend and API.,2025-10-19,Sophia,28,Development,In Progress,High
1430,Design task to handle mockup and layout.,2025-10-28,Emma,13,Design,In Progress,Medium
1431,Design task to handle banner and design.,2025-12-06,Olivia,9,Design,In Progress,Low
1432,Design task to handle mockup and layout.,2025-12-04,Mia,5,Design,In Progress,Low
1433,Design task to handle mockup and layout.,2025-12-09,Ava,6,Design,Completed,Low
1434,Development task to handle module and feature.,2025-10-24,Lucas,39,Development,In Progress,High
1435,Development task to handle function and backend.,2025-11-04,Ava,16,Development,In Progress,Medium
1436,Development task to handle database and backend.,2025-11-04,Lucas,18,Development,In Progress,Medium
1437,Documentation task to handle summary and instructions.,2025-12-08,Isabella,5,Documentation,Completed,Low
1438,Design task to handle UI and mockup.,2025-10-25,Sophia,12,Design,In Progress,Medium
1439,Development task to handle API and feature.,2025-12-07,Liam,10,Development,In Progress,Low
1440,Development task to handle function and backend.,2025-10-25,Isabella,14,Development,In Progress,Medium
1441,Design task to handle design and color.,2025-12-05,Olivia,5,Design,Completed,Low
1442,Development task to handle logic and API.,2025-10-21,Ava,35,Development,In Progress,High
1443,Development task to handle backend and logic.,2025-10-28,Noah,16,Development,In Progress,Medium
1444,Testing task to handle performance and error.,2025-10-26,Ava,11,Testing,In Progress,Medium
1445,Design task to handle mockup and color.,2025-12-02,James,6,Design,Completed,Low
1446,Documentation task to handle manual and notes.,2025-11-14,Emma,5,Documentation,In Progress,Low
1447,Design task to handle banner and color.,2025-11-05,Lucas,19,Design,In Progress,Medium
1448,Deployment task to handle container and environment.,2025-10-30,Emma,14,Deployment,In Progress,Medium
1449,Design task to handle UX and banner.,2025-11-08,Isabella,11,Design,In Progress,Medium
1450,Design task to handle banner and mockup.,2025-11-02,Sophia,11,Design,In Progress,Medium
1451,Documentation task to handle docs and summary.,2025-11-20,Olivia,5,Documentation,In Progress,Low
1452,Design task to handle color and UX.,2025-12-04,Ava,8,Design,In Progress,Low
1453,Testing task to handle bug and error.,2025-11-29,Lucas,10,Testing,In Progress,Low
1454,Deployment task to handle server and production.,2025-11-11,Mia,12,Deployment,In Progress,Medium
1455,Testing task to handle validation and error.,2025-12-09,Emma,10,Testing,In Progress,Low
1456,Deployment task to handle container and cloud.,2025-10-21,Noah,29,Deployment,In Progress,High
1457,Testing task to handle bug and validation.,2025-10-25,Lucas,18,Testing,In Progress,Medium
1458,Design task to handle color and banner.,2025-11-08,Emma,18,Design,In Progress,Medium
1459,Documentation task to handle notes and instructions.,2025-11-16,Mia,4,Documentation,In Progress,Low
1460,Development task to handle API and logic.,2025-10-24,Mia,32,Development,Pending,High
1461,Deployment task to handle CI/CD and environment.,2025-11-05,Noah,11,Deployment,In Progress,Medium
1462,Deployment task to handle cloud and container.,2025-11-01,Liam,17,Deployment,In Progress,Medium
1463,Testing task to handle QA and cases.,2025-10-31,Olivia,19,Testing,In Progress,Medium
1464,Design task to handle UX and color.,2025-11-19,Emma,7,Design,Completed,Low
1465,Documentation task to handle notes and guide.,2025-11-20,Emma,6,Documentation,Completed,Low
1466,Documentation task to handle instructions and guide.,2025-11-29,Ava,3,Documentation,In Progress,Low
1467,Deployment task to handle production and container.,2025-11-11,Olivia,22,Deployment,In Progress,Medium
1468,Testing task to handle bug and QA.,2025-11-14,Noah,8,Testing,In Progress,Low
1469,Design task to handle UX and UI.,2025-10-27,Lucas,15,Design,In Progress,Medium
1470,Deployment task to handle server and environment.,2025-10-25,Mia,20,Deployment,In Progress,Medium
1471,Documentation task to handle summary and docs.,2025-11-29,James,10,Documentation,In Progress,Low
1472,Documentation task to handle docs and guide.,2025-11-28,Lucas,3,Documentation,Completed,Low
1473,Documentation task to handle notes and instructions.,2025-12-07,James,3,Documentation,In Progress,Low
1474,Documentation task to handle docs and instructions.,2025-11-28,Isabella,9,Documentation,In Progress,Low
1475,Testing task to handle error and validation.,2025-10-31,Lucas,20,Testing,In Progress,Medium
1476,Documentation task to handle reference and instructions.,2025-11-19,Sophia,6,Documentation,Completed,Low
1477,Testing task to handle performance and QA.,2025-11-29,Sophia,9,Testing,In Progress,Low
1478,Design task to handle banner and UI.,2025-11-09,Emma,19,Design,In Progress,Medium
1479,Deployment task to handle deploy and container.,2025-10-22,Isabella,28,Deployment,Pending,High
1480,Documentation task to handle manual and notes.,2025-11-16,Emma,4,Documentation,Completed,Low
1481,Deployment task to handle environment and deploy.,2025-11-13,Ava,23,Deployment,In Progress,Medium
1482,Deployment task to handle cloud and production.,2025-11-09,Mia,15,Deployment,In Progress,Medium
1483,Documentation task to handle instructions and notes.,2025-11-29,Sophia,3,Documentation,Completed,Low
1484,Design task to handle layout and design.,2025-12-01,Emma,10,Design,In Progress,Low
1485,Design task to handle color and design.,2025-10-28,James,19,Design,In Progress,Medium
1486,Deployment task to handle CI/CD and production.,2025-11-12,Lucas,23,Deployment,In Progress,Medium
1487,Testing task to handle validation and performance.,2025-10-31,Mia,14,Testing,In Progress,Medium
1488,Development task to handle backend and database.,2025-10-19,Mia,38,Development,In Progress,High
1489,Testing task to handle performance and cases.,2025-11-14,Isabella,17,Testing,In Progress,Medium
1490,Development task to handle database and API.,2025-11-06,Noah,23,Development,In Progress,Medium
1491,Testing task to handle error and performance.,2025-11-10,Sophia,14,Testing,In Progress,Medium
1492,Testing task to handle bug and cases.,2025-10-26,Ava,19,Testing,In Progress,Medium
1493,Deployment task to handle environment and server.,2025-10-19,Sophia,28,Deployment,Pending,High
1494,Design task to handle color and mockup.,2025-10-29,Olivia,17,Design,In Progress,Medium
1495,Documentation task to handle notes and summary.,2025-11-14,Sophia,10,Documentation,In Progress,Low
1496,Deployment task to handle deploy and environment.,2025-11-06,Noah,12,Deployment,In Progress,Medium
1497,Documentation task to handle instructions and manual.,2025-11-17,Mia,6,Documentation,Completed,Low
1498,Testing task to handle error and test.,2025-11-24,Isabella,9,Testing,In Progress,Low
1499,Design task to handle UI and design.,2025-12-11,Lucas,5,Design,Completed,Low
1500,Design task to handle UX and color.,2025-10-27,Isabella,13,Design,In Progress,Medium
